Doc-ID,Token-Count,Sentence-Count,Initial-Cas-bytes
195919414,130,4,17389
195942600,145,8,19191
195948605,203,7,24023
195949359,216,6,25048
195955719,250,10,28266
195959150,178,5,21661
195961092,298,7,32212
195961689,215,10,25270
195964117,201,6,23709
195988167,223,9,25979
195996046,168,4,20772
195998788,214,9,25224
195999453,201,9,23788
196000996,137,6,18236
196002093,256,13,29154
196003409,148,5,19003
196004068,218,10,25357
196004802,179,8,21912
196004956,212,8,24874
196005862,187,10,22596
196025063,167,6,20649
1960304,112,5,15979
196031302,159,6,20107
196032404,169,9,21181
196035793,269,12,30036
196037729,290,9,31560
196038181,236,7,26816
196044992,191,8,23045
196047053,166,8,20784
196047593,174,7,21489
196051474,224,9,25971
196054541,156,5,19771
196056231,63,2,11527
196056418,289,10,31587
196057511,153,8,19727
196062358,139,5,18247
196062881,162,9,20505
196065726,65,3,11692
196067120,53,2,10613
196069109,1495,6,136094
196070740,221,8,25671
196076226,147,7,19169
196078046,265,11,29784
196079246,154,9,19892
196080391,289,9,31677
196081306,171,8,21432
196084591,132,4,17625
196087469,137,4,18023
196095436,320,15,34863
196096129,231,11,26732
196105320,188,4,22372
196105692,210,7,24598
196110589,248,11,28423
196111394,203,9,24238
196113532,91,3,13936
196116879,184,6,22105
196119420,268,12,29903
196123887,292,11,32074
196127352,186,8,22542
196127476,114,5,16137
196130470,237,10,27173
196130513,191,7,22793
196130549,87,3,13609
196135837,281,12,31114
196138391,298,8,32362
196139835,630,12,60895
196143167,299,9,32380
19615226,166,6,20651
196153103,152,5,19400
196153683,172,7,21337
196154090,223,9,26070
196155785,206,7,24321
196155987,100,4,14913
196157699,152,7,19524
196160727,327,8,34929
196161166,128,7,17467
196164806,210,8,24598
196171434,238,8,27095
196175473,187,9,22521
196177019,144,6,18750
196177512,240,9,27589
196182189,47,2,10118
196182591,145,5,18713
196190154,296,15,32943
196190844,420,13,43442
196192144,256,11,28619
196194054,173,7,21311
196194286,215,5,24807
196205423,228,11,26491
196207693,228,9,26325
196213108,345,14,36975
19645945,247,11,28133
1965161,43,2,9792
1965425,162,4,20180
196611033,255,9,28729
19662793,121,6,16793
19678112,147,5,18956
1967905,224,8,25802
19679725,95,3,14350
196810455,193,11,23029
196911,197,4,23223
1970644,193,8,23203
19710490,297,8,32210
1971370,98,3,14589
1971532,247,5,27665
197504005,187,7,22773
19759371,25,1,8224
197613,42,1,9576
197632085,267,5,29321
197645932,137,5,18191
19771161,39,2,9464
19776908,166,7,20733
197773702,353,13,37496
19786475,158,6,20010
19787761,190,10,23197
19799650,147,6,19033
198190785,161,7,20341
198190976,216,5,24812
198191032,136,8,18255
19825001,224,6,25787
198312774,288,10,31701
198315928,288,16,32069
198318348,301,11,33024
198320626,233,7,26606
198327471,136,7,18170
198329839,46,2,10081
198336471,208,8,24662
19834058,69,3,12076
198341674,130,5,17508
198352342,192,8,23096
198358688,185,6,22328
198360360,115,4,16124
19843466,142,5,18501
19855062,162,8,20440
1985520,165,7,20720
19860396,14,1,7239
19877929,116,4,16235
1988620,102,4,14973
198928167,68,3,11975
199001753,338,6,35638
199002014,263,7,29344
199005952,308,10,33270
199007632,258,10,29093
199010204,254,12,28691
199015037,52,3,10613
199017160,51,2,10486
199018478,363,12,38184
199114655,177,6,21583
199408700,71,3,12173
199443451,159,7,20151
199446667,164,6,20591
199453770,202,10,24041
199459168,48,3,10302
199473714,152,5,19436
199473731,84,3,13361
199491610,217,8,25360
199491695,183,8,22383
199492050,177,8,21950
199578115,157,6,19844
199579815,221,7,25767
199580043,213,7,24872
199584825,295,8,32154
199586155,226,11,26230
199586432,150,5,19185
199588175,172,7,21243
199590194,150,7,19285
199590284,90,3,13849
199678617,131,6,17620
199681987,29,1,8502
199684002,304,12,32539
19983581,108,2,15451
2002216,58,1,10765
20047088,179,8,21907
20063302,77,4,12866
20092506,58,3,11137
201017992,57,2,10828
201070496,92,4,14198
2010791,80,3,13042
201126762,51,2,10466
201128763,62,3,11445
201129286,59,3,11241
201131488,135,5,18033
201132256,171,5,21091
201133788,232,10,26702
201135792,203,8,24047
201136033,180,7,22067
201136514,342,10,36376
201140209,200,8,23642
201144242,244,11,27642
201148755,168,8,20999
201282864,96,1,14013
201283591,17,1,7536
20131432,63,4,11637
20132489,204,6,23863
201622435,142,7,18612
20164519,76,3,12788
201661837,161,7,20234
201668317,252,10,28535
201715914,191,8,22985
201832776,121,5,16726
201833030,61,3,11333
201833373,81,1,12984
201833804,98,3,14603
201833929,120,5,16713
201833968,182,8,22125
201834272,305,11,33210
201834536,224,6,25401
20187708,390,8,40512
201877758,296,11,32427
201886490,143,5,18653
201888895,148,6,19157
201890276,144,6,18754
201891628,60,2,11186
201892330,181,8,22116
201893040,273,8,30299
201901451,145,6,18901
20194958,118,5,16446
201966866,238,10,27447
202122426,43,3,9847
202127093,139,3,17988
202133314,232,8,25815
202149853,26,1,8181
202159980,39,1,9407
20231,31,1,8722
20232710,185,9,22637
20241440,107,4,15467
202564789,57,2,10965
202565053,59,2,11182
202569923,223,9,25779
202569998,186,10,22505
202688726,232,9,26636
202733437,206,8,24424
202733457,227,9,26278
202749371,182,6,22052
202750004,93,5,14290
202766307,324,13,34894
202772339,142,5,18563
202774806,55,2,10861
202774891,249,15,28519
202777608,235,10,27205
202777626,290,6,31721
202788793,235,9,26873
202792993,211,7,24660
20290716,201,6,23706
203143449,80,3,13028
203146047,230,8,26377
203164871,58,3,11186
20338519,298,13,32745
2035199,77,3,12785
203532,104,5,15326
20354846,210,8,24646
203609632,379,15,40004
203626304,207,11,24689
203684320,113,2,15855
203699369,44,2,9865
203700497,195,11,23569
203700799,239,10,27526
203701065,256,11,29028
203701204,158,6,19987
203703095,225,10,26360
203705414,345,12,36774
203706279,169,8,21109
203708120,66,2,11774
203708186,207,9,24553
203708416,221,13,26107
203708608,203,6,23841
203853019,147,5,18979
20399667,152,4,19306
20400420,46,2,10050
204017513,102,4,15090
204081977,47,1,10074
204082998,80,3,13041
204083034,204,8,24167
204083634,206,9,24437
204087239,45,2,9995
204092059,209,7,24586
204092946,163,7,20590
204102820,180,6,21796
204103739,219,10,25606
204105614,234,10,26941
204106163,116,4,16196
204107148,144,5,18633
20413061,162,10,20484
20415205,202,9,24145
204197869,94,4,14235
204200806,22,1,7903
204208523,121,3,16527
20436251,47,2,10181
20438390,130,6,17720
204707605,229,15,26965
204712096,99,4,14708
204757912,111,4,15741
204832399,221,10,25831
204836490,254,11,28825
204861324,210,10,24809
204887205,344,13,36702
204900941,352,15,37766
204977242,217,11,25443
20505748,244,9,27270
2050911,351,14,37548
20530504,60,3,11286
20533190,229,8,26350
20559565,147,4,18849
2056400,54,3,10777
2058491,142,5,18580
20591289,146,4,18710
206128621,52,2,10520
206186164,184,8,22382
206186198,247,7,27840
206186279,246,10,27882
206186460,221,12,25939
206186629,155,8,19890
206186656,232,8,26617
206186661,180,6,21764
206186836,187,7,22516
206186885,107,7,15625
20618948,225,11,26185
20634443,271,8,29816
206431,118,5,16469
206485577,47,2,10122
206486540,152,5,19380
206486745,123,3,16779
206487129,100,3,14791
206487141,65,3,11732
20651761,77,4,12849
20659490,135,7,17926
206671118,343,11,36670
206671136,247,8,27919
206671180,198,9,23817
206671292,225,8,25949
206671315,121,5,16859
206771454,163,2,20095
206771636,218,6,25297
206783462,138,4,18037
206802,171,9,21392
206834169,251,6,28047
206834175,418,14,43272
2068368,165,5,20408
206885645,86,4,13662
206885730,109,5,15669
206885760,315,12,34178
206885781,317,8,33802
206885831,132,5,17685
2069600,39,2,9470
206984836,162,7,20353
20701859,170,7,21046
207063633,87,3,13640
207063682,72,2,12275
207063789,279,11,31089
20709774,251,10,28536
207288923,111,5,15831
207384690,189,8,22793
207568370,225,8,26116
207578738,146,3,18593
20776833,132,4,17663
207810115,55,1,10721
207829462,161,6,20345
207830739,63,2,11429
207832739,83,3,13304
207872085,69,2,11988
207872258,42,2,9752
20787722,141,6,18555
207913521,82,4,13245
20792907,210,8,24723
207972405,233,7,26571
207981761,282,7,30991
207983418,218,6,25197
207986158,250,9,28171
207987255,116,5,16236
207988251,258,10,29151
207989436,202,6,23727
207990265,127,3,17130
207991570,893,6,82648
208010761,169,8,21030
208027012,195,8,23490
208043087,181,9,22235
208060476,95,5,14390
20807385,55,2,10798
208088849,237,9,27316
208093979,193,8,23133
208095982,190,8,23045
208097410,241,9,27437
208098047,207,7,24406
208100257,142,7,18629
208100545,51,1,10417
208100940,138,6,18310
208105607,192,5,22924
208109038,220,11,25789
208109287,197,9,23675
208112214,145,7,18971
208116023,284,9,31292
208116989,190,6,22691
208117460,225,9,26061
208117954,166,8,20741
208119475,123,4,16807
208124068,227,9,26239
208130371,196,6,23193
208131832,190,8,22975
208144347,215,7,24978
20816289,188,9,22878
208175997,88,4,13697
20823581,197,13,23852
208261383,253,9,28613
20826669,51,2,10453
208302647,215,7,24717
208316569,24,1,8087
208330110,181,8,22193
208359978,94,5,14469
208497010,306,10,33227
208538861,366,7,37658
20858938,256,10,28978
20884156,104,3,14981
208865146,205,7,24147
2088853,141,6,18632
20889736,267,10,29479
209051601,218,5,25212
209051878,164,5,20525
209052447,92,3,14157
209053364,129,4,17327
209058461,191,7,23083
209062508,204,7,24051
209063940,212,7,24823
209065302,133,4,17653
209066071,36,2,9232
209068259,348,12,37107
209072840,311,10,33797
209073015,260,8,28950
209075280,195,3,23003
2090809,208,9,24560
209081978,235,8,27044
209084155,353,14,37693
209093825,376,19,40058
209095416,198,7,23665
209097247,126,4,17027
209103566,152,3,19267
20919805,222,11,25944
209339666,94,3,14171
209340123,296,11,32517
20941436,65,2,11595
209455915,218,10,25549
20946512,102,4,15071
209517834,107,1,15002
209538855,150,6,19290
209540939,111,4,15698
2095532,206,9,24518
20955630,231,8,26516
20956329,199,7,23784
20958621,258,7,28681
209843695,138,3,17649
20990419,150,6,19273
209924,31,2,8814
2099389,125,6,17187
210004300,25,1,8080
210088180,267,11,29969
210088258,171,7,21138
210088312,134,3,17394
210135109,59,3,11188
210135148,159,5,19989
210137846,372,6,38470
210158019,147,5,19007
210166540,183,9,22457
21060319,156,6,19853
210697221,120,6,16775
21078377,163,6,20385
210862606,245,10,27910
210862694,218,9,25471
2108738,105,4,15304
21092466,179,7,21783
210930196,65,2,11674
210930947,94,3,14273
210931353,68,3,11937
2109362,73,4,12459
210938700,262,11,29537
210953538,177,7,21549
210965258,252,10,28449
21101690,43,3,9841
211050871,242,11,27777
211074601,219,8,25512
211081437,117,1,15738
211081550,624,4,58921
211089390,143,7,18750
211110191,123,3,16547
21118749,231,8,26588
211265772,209,7,24454
21128035,90,4,13884
2113536,48,2,10245
21144425,204,7,23915
211542461,219,10,25607
2115674,243,10,27733
2116808,231,7,26338
211730027,223,10,25918
2118384,232,9,26621
21186576,89,2,13695
21204917,157,8,20053
21207345,97,3,14480
21213737,99,3,14711
2121523,291,11,32079
21227988,67,3,11850
2123012,229,8,26241
2123254,140,8,18730
21237597,52,3,10645
212408515,422,21,43886
212408664,186,6,22420
212421562,673,11,64190
21247832,45,2,10017
21248162,153,4,19252
212564396,225,10,26202
2125646,168,5,20519
212568052,214,11,25199
212668430,343,9,36322
212682078,260,12,29303
212835236,261,11,29679
212852489,216,6,25131
212880161,163,6,20555
212886569,248,8,28179
212887749,336,11,35878
212925088,394,10,40945
212930072,207,7,24196
212934655,121,4,16599
21295123,218,9,25558
212957132,159,9,20318
213059977,98,3,14600
21310377,239,11,27367
21310382,325,11,34876
213119551,171,5,20975
213165526,172,6,21279
21320725,92,4,14133
213245090,166,6,20657
213365162,60,2,11229
213391538,57,2,10947
21342775,132,7,17813
21346499,162,8,20421
213491996,203,9,24387
213493912,189,5,22516
2134954,197,7,23412
2135343,102,4,14931
213535172,258,11,29203
213594953,222,9,25912
21364193,167,6,20810
213670330,258,11,29201
213702320,149,4,19020
2137127,50,2,10399
213747386,101,2,14745
213766663,145,6,18824
213813381,144,5,18700
21382649,136,6,18075
21384097,133,5,17717
213885198,227,9,26302
213903962,201,8,23851
2139222,237,7,26921
214013062,271,9,30313
21406950,55,2,10833
214080506,275,7,30370
21409408,166,6,20541
214117203,208,6,24378
214226,306,13,33484
214286514,35,3,9198
21442921,129,6,17545
214471891,142,7,18648
214516207,34,2,9047
214571513,225,9,25978
214594360,88,4,13755
214595478,56,3,10981
214595538,44,2,9878
214596515,89,3,13840
214606725,333,6,34630
2146449,96,4,14522
21465235,137,6,18167
214715384,341,9,35675
214715558,1537,13,139470
21476087,190,7,22870
214764305,39,1,9375
214764742,57,3,10985
214766,120,5,16685
214783336,206,8,24287
214783589,82,1,12843
214798551,224,9,25825
214798829,341,8,35489
21513613,64,3,11592
21531524,310,8,32864
2153635,155,4,19340
21570440,185,8,21890
2157864,199,8,23691
21597292,62,2,11330
2162733,128,4,17352
2163381,160,7,20256
2164840,242,8,27540
21654552,26,1,8202
21657596,142,5,18458
21661119,186,6,22490
21662409,212,7,24756
21663706,191,5,22767
21666253,204,7,24180
21673395,121,5,16518
21674413,225,8,26033
216746,161,4,20051
21679894,129,6,17583
21681652,308,12,33585
21709071,217,2,24336
21709475,147,7,19160
21720694,267,11,29977
21729662,168,6,20801
21750594,128,5,17323
2175574,219,8,25286
21756145,57,2,10948
21796370,41,2,9656
21843785,136,7,18107
21851315,52,4,10721
21865463,138,4,18049
21881419,142,5,18404
21899434,188,7,22757
2191630,185,6,22288
21916377,181,8,22189
2192548,219,9,25486
21962503,52,2,10576
21973586,245,9,27869
21987132,128,6,17438
220283,196,4,22929
22030619,211,7,24769
22049466,181,6,21684
22051834,188,16,23134
22100918,180,5,21643
22104509,167,9,20972
22108237,111,4,15732
2211224,228,9,26331
22115209,46,2,10022
22124450,92,4,14148
22130481,31,1,8686
2213064,16,1,7434
22158006,118,5,16444
22171786,55,1,10734
2218025,166,2,20295
22190561,268,11,30000
22200483,138,9,18471
22200507,128,5,17396
2221370,295,10,32241
2222661,74,4,12661
22249763,197,9,23382
2230927,191,6,22632
22316688,41,2,9617
22323164,497,20,50469
22342356,197,6,23293
2235424,105,3,15181
22398865,209,8,24589
2240118,78,2,12748
22435420,152,5,19444
2243564,160,4,20009
224794,185,8,22499
22497818,47,1,10063
22499778,222,7,25707
22499826,217,9,25369
22501823,145,5,18789
22511251,280,8,30889
22519698,211,7,24676
22550242,303,11,33157
22560892,82,3,13296
22622834,110,4,15630
22643465,170,6,21023
22649237,276,11,30633
22653827,125,4,16997
22670395,81,3,13137
2269164,166,6,20631
22723323,58,2,11064
22723851,235,8,26872
227271,304,9,33031
22761341,159,6,19972
22786729,117,5,16334
22800683,97,5,14672
22800920,236,11,27204
22807324,157,6,19787
2281081,49,2,10262
22831277,136,6,18186
2284249,127,5,17206
22851343,162,7,20417
2286389,78,5,12859
228784,225,8,25943
2291066,169,4,20842
22925356,182,6,22016
22930460,282,12,31279
22948307,238,9,27179
2295888,185,6,22551
22974305,379,14,39725
2297569,233,12,26825
2301801,418,17,43592
23021915,168,7,21028
23080741,236,7,26715
2310733,87,4,13731
23114445,58,4,11174
23119771,341,13,36563
2313715,83,4,13361
23169744,183,3,21501
23197753,169,9,21100
2320932,72,2,12190
23231261,98,2,14463
2323758,209,8,24494
23306219,87,4,13761
2331377,223,8,25855
233495,240,14,27798
2336012,233,7,26673
23396551,132,3,17462
23419738,268,10,30124
2343852,128,5,17410
23448959,16,2,7472
23472836,88,6,13830
2348215,168,4,20567
2352740,189,9,22946
23531858,222,9,25785
23543339,101,4,14932
23545771,169,6,20886
23572437,263,9,29136
23589786,181,7,22113
23657134,224,7,25857
23695293,198,9,23710
23743237,55,2,10770
23754303,43,2,9848
23796171,155,6,19734
23801088,209,15,24986
23807770,228,7,26268
2383854,209,10,24847
23846034,102,4,14983
23886629,165,8,20710
2390319,163,6,20573
2393853,76,3,12636
23947718,223,8,25885
2397298,73,2,12230
23978785,166,7,20827
2402615,193,8,23164
24096300,180,8,21903
2411129,237,9,27088
2413560,158,7,19930
24152346,188,7,22630
2415546,164,5,20446
24156629,72,4,12409
2415955,212,8,24823
24175739,52,3,10659
24209182,237,11,27397
2422065,260,12,29374
242525,288,9,31589
2425890,48,2,10224
2426699,311,8,33356
24270518,155,5,19465
24271455,43,2,9781
24325851,76,3,12756
24329225,158,8,19948
24343019,126,7,17431
24355756,160,5,20091
24368962,64,2,11540
24377443,190,6,22848
2440011,195,7,23236
2440783,178,8,21868
2443076,70,3,12156
24447445,204,6,23923
24447591,232,10,26710
2447098,345,10,36216
24495176,115,4,16159
24527030,143,5,18464
2461351,169,8,21058
2461522,109,5,15727
2462428,146,7,18944
2465959,227,6,25879
24660250,55,3,10901
24696044,235,10,27080
24697986,193,9,23249
24787557,24,2,8075
2478863,53,2,10671
24789,154,6,19676
24842946,194,10,23500
24845750,161,7,20210
248471,296,11,32314
2486674,379,9,39036
24871379,166,8,20646
2487488,319,13,34768
2489558,114,4,16087
24899633,159,7,20085
24938098,80,3,13082
25011312,152,7,19477
2501477,165,7,20794
25053708,224,6,25786
25078525,71,3,12260
2507891,143,6,18766
25091619,80,3,13168
2512852,119,7,16736
2513166,142,6,18635
2522547,85,5,13616
25293990,213,7,24973
25304824,219,11,25549
2534443,213,8,24979
25402126,380,12,39487
25432553,55,2,10749
2546163,123,4,16761
25474804,77,3,12778
25487451,189,5,22403
25488963,73,3,12460
25539112,49,3,10367
25560705,307,10,33035
25616204,93,6,14436
25620552,244,12,28100
25655981,125,6,17184
25676259,251,10,28509
2569277,295,11,32353
25779632,218,11,25888
25792537,220,9,25528
25798152,209,8,24696
25814056,197,5,23427
2585068,64,2,11589
25874087,205,8,24170
2588218,234,9,26887
25883432,252,8,28237
2591245,88,3,13796
25926857,147,4,18924
25936882,144,6,18762
25943273,202,9,24180
259612,315,10,33726
2597047,153,5,19434
2597834,181,2,21448
25986705,267,12,29876
25988255,239,12,27452
2599222,180,9,22195
25995463,113,5,16019
260063,189,3,22250
2600871,174,7,21514
2603627,184,7,22338
26046704,67,3,11943
2612055,243,9,27650
2613207,227,8,26184
26139216,114,4,16110
26148260,86,5,13706
26152836,58,2,11057
2616901,281,12,31128
26174124,202,8,24001
26181760,67,5,12066
2618839,230,10,26584
26189032,128,5,17051
26217760,51,2,10456
26221468,216,12,25559
26232480,203,9,24205
2624333,89,6,13968
2625994,193,6,22790
26267446,78,2,12811
26277423,71,4,12361
26283,152,6,19343
26298935,205,9,24340
26299505,90,4,13976
26322948,343,10,36291
26345003,201,6,23661
26348937,188,5,22330
26357080,68,2,11926
2635771,317,12,33963
26360264,98,3,14619
26364059,158,9,20163
26406376,132,7,17857
26406469,144,5,18758
2640757,150,6,19257
264076,155,7,19814
26418659,111,5,15941
26423236,46,2,10055
26425678,46,1,9902
26461773,95,5,14539
2648115,53,3,10709
2648400,200,6,23637
26503565,182,8,21976
26510335,234,7,26898
26511563,162,6,20323
265164,209,7,24301
2654323,102,4,15033
2655328,86,4,13737
26565185,261,9,29491
26577584,239,11,27500
26597448,224,9,25976
26619411,124,5,16942
2662394,225,6,25779
2664614,66,3,11798
26653911,234,7,26721
26670283,182,6,22208
26673462,131,5,17631
26680855,87,4,13698
26681054,206,7,24354
26686486,143,7,18743
266970,299,13,32381
26709874,99,3,14834
26713862,136,8,18223
26717355,261,8,28659
26737221,428,11,44105
26753591,129,4,17435
26794956,105,3,15090
2679646,50,3,10461
26807711,106,4,15414
26807833,63,2,11446
26808850,211,7,24803
2683413,123,4,16854
26841595,122,5,16837
26867278,186,10,22762
26881779,185,8,22442
2691905,64,3,11645
26919974,288,10,31350
26920191,46,3,10158
26924111,151,5,19195
26942861,49,2,10315
26953059,475,19,48383
26970578,280,9,31061
26974723,235,10,27050
26975486,204,7,23967
26989661,263,7,29146
2699089,37,2,9318
26992220,210,8,24721
27000271,148,7,19226
2701663,162,4,20121
27019112,167,8,20892
270227,176,8,21700
27057814,214,6,24867
27072035,179,7,21818
27083627,91,3,13953
27102359,321,12,34874
27103997,102,3,14953
271065,370,14,39245
27115168,56,3,10989
27122236,108,7,15748
27150640,190,10,23118
2715194,140,5,18425
27155524,141,7,18611
27164567,196,7,23479
27171889,136,4,17913
27181811,103,5,15117
2720919,80,4,13219
27238945,177,7,21750
2723933,271,10,30190
27245717,157,7,20128
272502,155,5,19695
27253610,156,6,19779
272817,168,6,20852
27314269,190,6,22777
27327596,70,3,12146
27334451,258,14,29286
27356025,59,2,11140
2735694,58,3,11145
2736567,303,13,32587
27370157,75,3,12622
2739635,105,4,15360
2739985,208,8,24534
27419952,263,8,29238
2744765,128,5,17289
2745861,271,11,30382
27461216,35,2,9138
2746646,221,8,25551
27475582,51,2,10395
27502068,147,8,19229
27522686,197,10,23763
2752600,156,6,19867
27530489,239,8,27308
27575728,128,5,17389
2758115,61,3,11421
2758582,43,2,9774
27598120,221,4,25135
27621133,16,1,7418
2764511,214,8,24997
27645760,122,6,16871
27649813,124,5,17081
27658212,254,8,28450
27691736,133,7,17978
2769197,39,1,9273
2769513,100,4,14781
2770246,225,6,25758
27712875,80,2,12946
27726679,166,9,20986
27730756,105,5,15326
2774384,223,9,26087
27811860,23,1,8018
27812254,163,9,20495
2782705,161,8,20486
27830121,131,7,17768
27849114,401,10,41211
2784923,214,8,24996
27865686,56,3,10982
2787826,263,7,29271
27890673,255,10,28713
27894668,34,2,9075
27896116,18,1,7602
27901138,55,2,10778
27904126,138,3,17967
27911998,52,3,10596
27919550,282,12,31300
27981748,240,7,27233
27986559,202,6,23846
27996125,64,1,11378
27997273,196,10,23618
28000658,58,4,11202
2800841,161,6,20164
28011752,39,2,9496
28036783,120,5,16591
28043928,160,6,20219
2805182,379,13,40075
28072655,127,4,17257
2809508,140,5,18292
28101630,225,7,26031
28140142,98,4,14530
2814153,190,8,22720
2816700,322,13,34888
28172638,96,3,14392
28199459,202,5,23810
28215198,38,2,9409
28218488,81,3,13212
28284753,163,8,20577
28289698,111,5,15898
28300397,202,9,24112
28330483,153,7,19751
2833408,22,1,7934
28369540,197,5,23313
283902,167,7,21129
28391553,69,3,12067
2839701,350,11,36956
28420405,143,6,18765
28421056,59,2,11016
28447686,109,2,15454
28453214,100,5,14894
28459897,38,1,9348
2849897,182,4,21398
28530013,173,9,21449
28562613,613,12,58979
28562909,192,7,23088
2859118,158,7,20028
28591793,187,5,22411
28592628,139,4,18219
28602987,55,2,10846
28605904,217,9,25403
28622665,215,9,25272
28647050,213,8,24766
2865157,32,1,8799
28654530,151,8,19628
2865896,254,7,28304
2867549,223,7,25761
2868944,194,7,23239
28690040,71,3,12236
28715341,176,8,21631
28717704,90,3,13924
2871958,75,3,12664
2876079,173,7,21407
28764095,48,2,10251
28765834,212,9,25008
28779247,43,2,9787
2878910,242,3,26938
2880720,73,2,12366
2881669,134,5,17799
28835459,93,1,13901
28845424,171,7,21176
28855019,190,6,22709
2885713,129,5,17451
28869725,227,11,26491
28874905,266,11,29765
28895094,182,8,22105
28909456,227,7,26061
28923871,173,10,21545
289350,240,10,27383
28961483,37,1,9219
28975694,33,2,8927
2897928,193,7,23107
29005866,228,10,26474
2901175,184,7,22056
29017866,151,3,18850
29044293,146,6,18880
29044299,211,8,24827
2905598,285,11,31569
29068227,159,6,20071
2908611,44,2,9851
2909959,163,5,20298
29103647,292,9,31882
29103919,108,4,15523
29174919,172,5,21010
29180757,170,10,21301
29183120,51,1,10381
29203168,256,8,28633
29204012,180,8,21942
29230389,131,4,17556
29236352,42,3,9787
29241399,143,6,18631
2932393,26,1,8274
29333530,149,6,19263
29348341,48,2,10203
29371315,64,3,11681
29400176,38,2,9414
2940390,83,3,13388
29439167,51,2,10408
294511,271,12,30258
29488683,236,9,26991
2950602,197,5,23403
29519480,203,6,24127
2952048,144,5,18698
29553613,59,1,10887
29568879,239,10,27474
29577786,43,1,9708
29579806,268,15,30296
29624221,176,6,21372
29625978,103,4,15076
29630102,208,9,24658
29671043,101,5,15011
2968662,28,1,8432
2972719,191,8,23022
2973539,171,8,21377
29771274,14,1,7253
29784846,234,9,26890
29786503,119,5,16589
29810475,204,7,24077
29813018,255,8,28585
29814904,297,10,32456
29821663,149,8,19310
29827829,156,7,19834
29870281,165,7,20571
29886354,34,2,9028
2994600,160,6,20015
2995617,182,6,21746
29996650,85,3,13461
30006459,183,7,22408
30007942,51,3,10552
3002327,51,2,10510
300512,236,7,26920
3005828,98,4,14639
30062820,33,2,8986
3009081,38,2,9340
30102286,350,19,37564
30117331,126,6,17252
301309,89,4,13944
30145962,133,6,17826
3014738,154,5,19602
30170206,157,5,19891
30222371,191,9,23037
30244183,157,6,19804
30253890,53,3,10681
30266647,111,4,15874
30275214,235,10,26725
30281422,156,6,19929
30324719,267,10,29828
30324918,165,7,20606
3032499,31,1,8755
30336325,74,3,12535
30340692,46,2,10094
3035396,133,6,17825
30356643,89,4,13910
30385566,227,9,26291
3038569,206,7,24316
30398098,60,3,11269
30443635,177,8,21781
30468228,127,8,17378
30468719,183,7,22362
3050381,154,5,19487
3051208,75,3,12614
30566584,198,8,23491
30615033,314,11,34173
30634687,132,5,17626
30636021,83,4,13332
30643977,92,4,14177
30661172,223,8,25855
30689825,199,8,23858
30702146,157,9,20193
3070756,161,6,20016
30719450,158,5,19916
30731257,40,2,9522
30731293,210,8,24633
3073848,112,4,15929
30746199,34,2,9042
30779312,202,9,23847
308142,177,6,21538
30819625,49,2,10315
30873571,66,3,11759
30881312,135,6,18007
30896,192,8,23212
30929624,113,5,16032
31018027,237,8,27031
31029718,115,5,16264
31039278,34,2,9018
3105231,223,8,25876
31066016,66,2,11739
3107517,259,10,28933
31083145,78,4,12925
31086921,80,3,13091
31089085,84,3,13397
31100352,104,5,15333
31100490,258,10,28858
31149478,238,9,27419
3116733,43,1,9629
31197118,95,5,14601
31203983,92,5,14175
3122013,73,2,12396
3127788,226,11,26208
31289717,240,9,27353
3132800,42,1,9646
3133752,160,7,20309
31338801,87,3,13687
31350969,222,8,25672
31356285,55,1,10693
3136672,49,2,10278
3137253,285,14,31622
31377774,222,7,25583
3138582,97,3,14512
3141523,187,8,22466
3143123,189,8,22911
31452786,65,3,11683
3149653,92,3,14109
31515971,181,9,22290
31526038,67,3,11871
31528064,260,13,29450
31538860,16,1,7456
31559839,93,4,14286
31586920,64,3,11631
31596859,65,3,11730
31629843,228,8,26249
31630237,157,5,19833
31650381,140,6,18340
31653574,155,5,19699
31656351,99,4,14768
3168654,176,7,21614
31688448,245,10,27696
3170455,215,10,25295
3170598,72,2,12210
31724324,47,3,10192
3172717,162,6,20388
31739758,282,7,31045
31739964,66,3,11844
31772070,173,7,21443
31813449,50,2,10309
3181406,155,5,19676
31817170,325,14,35365
31822406,231,8,26606
3182446,198,8,23603
318378,135,4,17782
31843124,55,2,10782
31846491,207,5,24013
31847845,202,11,24103
3186642,251,9,28421
31870667,82,3,13207
3188942,277,12,30874
3189608,188,5,22596
3189819,183,7,22253
319025,147,6,18961
319040,106,3,15335
3192827,93,5,14214
31935131,106,5,15428
31970143,207,8,24502
31991801,213,11,25218
31998471,213,8,25070
32036926,173,8,21328
32048,253,10,28736
32088028,43,1,9483
3213243,162,6,20330
32135800,176,8,21697
32158669,156,6,19880
32235786,92,3,14079
32245362,162,8,20535
32250398,171,5,20854
32253901,268,5,29472
32367556,286,11,31284
32375929,123,9,17188
3240084,107,4,15384
32402626,211,9,24864
3241329,109,5,15742
32436555,194,6,23174
3244478,456,11,45901
32468191,131,7,17730
32484348,181,7,22059
32494513,174,6,21229
3254059,155,6,19724
32546610,184,10,22630
32558439,39,2,9499
32560950,277,11,30974
32588017,167,9,20986
3259223,84,2,13212
3264058,55,3,10874
3264776,77,4,12775
32651520,201,6,23621
32656902,73,3,12467
3270686,264,7,29026
32735891,109,6,15810
32737669,22,1,7981
3274155,55,2,10809
3275787,167,7,20781
