Doc-ID,Token-Count,Sentence-Count,Initial-Cas-bytes
52152241,201,7,23930
52152382,196,8,23476
52160512,176,7,21627
52161049,157,8,19943
52161057,120,5,16666
52161558,76,3,12748
52163545,99,6,14884
52164200,232,11,26809
52166411,238,9,27008
52166594,225,9,26202
52187988,28,1,8372
5219297,472,18,48237
52203075,153,6,19462
52215564,220,11,25848
52229395,166,6,20682
52273131,225,8,26009
52273331,200,9,23954
52273726,183,8,22276
52273920,98,4,14611
52274710,147,9,19201
52276046,203,8,24093
52276574,123,7,17019
52276651,168,7,20788
52277878,149,4,18973
52278445,220,9,25726
52278631,166,7,20817
52278768,198,8,23577
52278967,160,4,19962
52296200,198,9,23425
52305437,95,4,14302
52376957,187,8,22720
5245769,202,6,23726
52541175,100,6,15037
5259551,115,4,16177
52598506,271,9,30080
5279098,131,5,17443
52799528,17,1,7523
52807994,210,16,24642
52809396,112,6,16074
52809873,58,2,11074
52818677,65,3,11700
5282834,87,3,13663
528368,225,11,26258
5283877,190,7,22711
52844661,78,3,12890
52851385,89,4,13902
52856627,138,4,18090
52866480,18,1,7602
52886562,75,4,12711
52901152,89,4,13916
52911283,216,7,24820
52959533,103,6,15274
52964438,206,9,24388
52976206,230,3,25087
52984602,62,3,11517
52984788,185,6,22327
52984846,65,2,11628
52985022,62,3,11449
52986243,62,2,11427
52987819,58,3,11118
52989159,126,5,17083
52990615,234,8,26701
53023975,115,4,16050
53052838,231,9,26658
53059307,224,7,25907
53059903,386,13,40377
53061614,116,5,16442
53062290,200,8,23731
53085787,401,14,41792
53086121,84,4,13283
53086380,59,3,11189
53091618,256,11,28779
531059,140,5,18412
53114747,93,4,14267
53125986,205,8,24221
53140378,186,9,22767
5316374,165,6,20615
53242540,89,3,13693
53247474,177,6,21460
532714,271,9,30083
53277772,201,8,23970
53278081,177,8,21738
53280456,218,8,25354
53282153,218,7,25246
53282226,327,12,35288
53283408,138,7,18337
53284909,161,6,20257
53286203,356,10,37585
53287880,159,8,20149
53288944,228,9,26211
53289191,225,7,25919
53289705,160,8,20293
53289810,223,14,26363
53290425,218,9,25302
53290521,145,5,18805
53290747,227,8,26050
53291203,139,6,18339
53291214,123,5,16908
53293054,181,7,22003
53293806,229,8,26309
53294074,225,9,25970
53303851,127,4,17168
5330630,87,5,13759
53315766,267,11,29890
53317658,329,15,35526
53339034,227,6,25986
53340362,212,9,24908
53351254,186,7,22452
53364468,219,6,25078
53380284,178,10,22016
53381399,97,5,14652
53391432,140,7,18566
53396812,238,12,27394
53396889,218,7,25349
53406209,214,8,24911
53414915,163,6,20469
53418304,181,8,22135
53419968,186,10,22816
53435521,182,6,22231
53445168,291,11,32092
53447231,226,9,26264
53452772,364,14,38762
53456439,195,9,23456
53469054,102,4,15046
53472320,207,9,24438
53483956,130,6,17510
53511226,128,3,17108
535188,115,3,16016
53520928,153,5,19412
53541888,193,8,23071
5355175,178,7,21885
53570971,224,8,25978
53580052,434,11,44024
53582312,285,9,31603
53591211,221,10,25804
53594054,143,7,18746
53594224,223,12,26145
53597904,135,5,17997
53600551,144,5,18728
53603235,151,4,19238
53604927,167,7,20980
53608119,37,2,9304
53614764,145,7,19081
53615737,143,7,18726
53617362,166,5,20755
53617578,212,7,24760
53618837,292,12,32227
53620352,130,6,17577
53621028,165,8,20712
53621064,264,10,29434
5362111,174,7,21268
53625877,267,7,29539
53626177,176,8,21778
53645301,141,4,18319
53649866,146,8,19023
53668442,199,9,23954
53677218,171,8,21294
53693388,194,11,23654
53697802,77,3,12746
53712287,252,8,28383
53714272,241,13,27719
53734731,259,7,28943
53736589,32,1,8777
53741610,346,18,37408
53744865,169,4,20796
53746625,95,4,14351
53746654,113,3,15898
53757834,40,1,9387
53761366,74,1,12362
53761792,72,2,12266
5376278,176,7,21626
53773177,108,4,15548
53777868,120,5,16579
53782632,163,7,20542
53782634,53,2,10633
53784491,184,3,22031
53786173,99,2,14623
53791674,176,8,21809
53794791,64,2,11563
53796021,149,7,19187
53799149,30,1,8648
53803576,197,8,23513
53809539,25,1,8215
538227,18,1,7600
53828668,187,7,22556
53844919,53,2,10621
53852830,279,6,30319
53857859,126,4,16914
53877469,174,6,21271
53879407,22,1,7973
53885145,108,3,15455
5391114,232,8,26881
53922251,173,9,21495
53923471,114,5,16158
53927103,95,3,14306
53928214,195,9,23442
53935679,124,6,17108
53939315,38,3,9391
53940145,83,8,13656
53955609,39,2,9374
53956052,314,6,33415
53959044,224,10,26032
53972587,135,4,17839
53976164,182,8,22357
53976176,116,5,16300
53984697,224,9,25893
53991397,131,6,17642
53991533,122,4,16799
54011388,155,6,19766
540396,338,14,36288
5404324,70,3,12212
54047919,111,3,15657
54063561,288,9,31424
54063564,148,6,19123
54078569,185,8,22422
54109814,102,3,14862
54135959,82,2,13185
54148170,325,10,34715
54152700,81,3,13144
54169642,230,8,26405
54176773,161,6,20161
54201172,66,3,11887
54212898,182,6,21992
54220144,127,6,17293
54221143,301,13,32946
54444856,143,4,18621
54446630,180,7,21985
54449517,27,1,8284
544753,76,3,12667
5447961,158,6,19933
54492436,100,5,14962
54527907,176,9,21718
54528211,294,12,32447
54571093,130,5,17582
54573421,305,12,33286
54576579,177,9,21791
54576946,181,8,22216
54577431,86,2,13486
54593991,47,2,10143
54601775,177,8,21794
54602748,336,9,35912
54603762,242,9,27397
54607878,145,6,18899
54608151,172,9,21388
54608966,148,7,19243
54610141,253,14,28735
54610984,204,6,23850
54612061,228,8,26206
54627518,87,3,13658
5462907,325,9,34668
54632307,160,7,20210
54634552,150,6,19315
54639759,207,10,24648
54646016,114,4,16035
54648873,176,9,21734
54682004,450,17,46217
54682783,232,10,26687
5468504,62,3,11471
54686767,154,6,19605
54703100,304,13,33225
5470413,65,2,11606
54735134,198,8,23691
54740583,213,9,25066
54743681,55,2,10707
54743922,84,5,13574
5475000,129,5,17487
54760211,113,7,16147
54761249,227,9,26283
54789483,165,8,20712
54791572,149,8,19339
54793462,296,13,32565
54798663,293,10,31997
54807153,127,5,17192
54807781,112,4,15929
54812108,150,4,19165
54815547,283,10,31293
54822130,359,14,38089
54835464,181,8,22008
54840868,168,3,20690
54842512,145,7,18936
54843877,99,4,14721
54844194,174,7,21522
54845299,100,5,14935
54845874,138,6,18281
54847251,183,7,22223
54865038,248,10,28139
54868015,143,9,18944
5487413,215,10,25208
5489418,192,9,23202
54904936,114,6,16182
54911393,129,4,17371
54913697,115,5,16155
54916735,159,7,20282
54919901,190,5,22740
54921956,230,7,26400
54925367,133,8,17988
54930566,254,9,28669
54939502,86,4,13711
54940602,304,12,33067
54943436,199,7,23623
54951425,185,9,22498
54952073,116,5,16333
54954106,214,9,25161
54969385,158,7,20142
54970882,200,8,23795
54971918,129,6,17494
54971922,101,4,14925
54979711,147,6,19046
54991182,243,8,27630
55003364,184,7,22308
55004,241,6,27059
55012667,148,7,19178
55025561,190,10,22901
55032907,304,10,33122
55045616,121,4,16613
55059460,390,18,41206
55065277,87,3,13663
55068944,145,6,18907
55072320,94,3,14259
55073123,188,7,22641
55080671,194,7,23193
55082647,302,11,33005
55096858,321,12,34754
55105402,162,6,20277
55107883,130,4,17488
55124055,126,4,17084
55132283,164,8,20654
55150334,224,6,25805
55153554,139,5,18211
55153996,191,9,23165
55158151,235,8,26889
55160511,296,14,32567
55163624,264,9,29360
55173154,241,13,27744
55174684,161,4,20129
55184221,113,5,15969
55184473,224,11,26185
55185650,183,6,22180
55190108,268,9,29858
55198085,186,7,22572
55233370,208,8,24454
55234281,90,2,13888
55235247,338,13,36118
55239222,177,8,21673
55260779,305,11,33375
55265241,123,4,16811
55277,320,8,33950
55277277,285,11,31424
55278021,218,7,25262
55281167,132,4,17856
55283005,241,12,27776
55284672,227,6,26109
55287274,229,4,26039
55289426,206,8,24205
55291901,190,7,22772
55294136,240,6,27078
55305399,147,3,18843
55306512,102,3,14919
55325100,176,7,21561
55327406,108,5,15713
55331095,195,7,23354
55334961,290,10,31851
55341722,145,8,18894
55344598,150,8,19422
55346704,182,6,22170
55357587,169,9,21181
55360652,185,4,22065
55382532,140,6,18386
55390093,214,10,25045
55391496,187,6,22599
55395638,103,4,15207
5539763,216,7,25090
55399498,122,6,16921
55406163,191,9,23012
5540834,184,7,22267
55411821,97,3,14615
55415508,217,7,25197
55417207,228,5,26043
55420980,119,6,16631
55421354,174,7,21500
55423508,223,9,25915
55424487,173,6,21412
55430201,143,6,18852
55434870,167,7,20854
55435224,39,2,9431
55438969,115,5,16201
554404,133,3,17630
55441060,95,4,14431
55442194,141,2,17963
55448641,302,11,33024
55448652,240,6,27175
55451009,102,4,15057
55451490,157,6,19955
55456396,100,3,14746
55460473,100,4,14855
55468003,233,10,26642
55468253,83,4,13335
55476611,148,7,19162
55482041,168,6,20870
55482753,168,6,20806
55482849,170,6,20796
55483947,224,14,26386
55485410,192,8,22945
55488401,151,6,19368
55488800,141,7,18638
55494275,243,8,27449
55500594,232,8,26474
55500729,201,10,23944
55503023,182,8,22197
55503065,219,7,25317
55512914,190,9,22921
55514705,50,1,10274
55514759,242,10,27569
55515451,189,7,22796
55519840,130,5,17555
55524073,205,5,23992
55526912,252,11,28684
55534303,262,12,29377
55538678,319,14,34701
55544132,384,17,40265
5554457,103,5,15181
55544759,249,9,28334
55548068,172,6,21178
55557470,233,13,27108
55557655,126,5,17121
55566887,124,6,17031
55571202,273,14,30639
55571279,128,5,17345
55575311,157,8,19892
55579219,280,9,30740
55580055,252,11,28580
55596478,143,5,18584
55599387,202,10,24211
55606230,210,6,24542
55608387,263,9,29406
55609373,181,5,22022
55609852,131,5,17606
55615641,184,8,22467
55617572,192,8,23014
55623403,209,7,24635
55623745,213,11,25053
55624672,209,7,24475
55640940,234,9,26806
55642208,224,9,25993
55656610,124,3,16865
5565945,197,6,23397
55664848,178,6,21927
55672256,129,5,17504
55678874,306,11,33225
55680501,168,7,20910
55682836,175,6,21468
55687839,232,6,26200
55695684,173,7,21395
5569824,244,9,27687
55699314,64,3,11647
55703785,262,8,29298
55709043,273,14,30691
5571011,158,7,20127
55719425,280,12,31172
55732502,201,10,24025
55736572,217,7,25185
55741630,140,6,18458
55743745,134,5,17819
55747314,356,15,38073
55749222,172,6,21087
5575009,213,9,24850
55753187,108,5,15520
55754381,252,13,28792
55755044,155,6,19721
55755256,172,7,21419
55756185,152,6,19467
55757373,162,7,20395
55760925,196,8,23444
55775431,271,13,30176
55778015,88,3,13768
55780210,269,10,30017
55789748,139,8,18489
55790656,43,1,9681
55804224,155,5,19512
55805991,105,4,15191
55812446,173,7,21298
55813374,183,8,22299
55813446,155,6,19796
55816330,126,5,17121
55818205,199,9,23770
55822226,157,8,19995
55822805,256,10,28823
55823286,202,10,24150
55826995,134,8,18074
55827985,224,8,25954
55828708,359,10,37837
55840154,304,12,33242
55851251,230,5,26061
55858894,190,8,23045
55859549,117,5,16441
55860929,84,4,13459
55862933,168,6,20893
55865026,177,7,21653
55880294,134,4,17754
55884599,421,14,43748
55891206,267,10,29840
55907980,180,13,22314
55908649,174,7,21474
55911584,135,7,18102
55912252,191,6,22896
55913045,245,10,27909
55915803,168,6,20965
5591740,83,4,13395
55919021,214,9,24894
55919157,139,6,18227
55923397,114,2,15872
55924707,262,8,29319
55928196,233,6,26332
55930434,196,10,23606
55933623,161,6,20376
55934319,162,5,20145
55946845,134,4,17739
55949496,341,13,36483
55958240,226,9,26267
559609,227,7,25972
55962303,185,10,22603
55967543,131,5,17541
55972943,250,10,28380
55976568,117,4,16309
55977507,227,7,26027
55983742,224,9,26000
55986344,164,6,20587
55991077,179,6,21909
55995828,102,4,15046
55999147,233,11,26935
55999807,155,6,19775
56001584,112,5,15939
56022088,214,7,25121
56035937,201,9,23901
56036373,143,7,18781
56040958,164,9,20671
56042395,171,10,21344
5605786,229,10,26624
56060606,142,6,18655
56068948,127,4,17210
56087097,246,8,27813
56113426,103,5,15206
56113460,52,1,10495
56113494,214,9,25157
56117313,205,8,24279
5613230,178,8,21809
56142697,74,3,12573
56145120,87,3,13569
5615131,194,7,23272
56160223,243,12,27795
56166813,170,8,21145
56169905,182,7,22198
56176296,152,5,19311
5619174,55,3,10866
5619602,178,7,21687
56197546,87,6,13925
56200378,178,10,21964
56215831,147,5,18940
56221493,162,8,20432
56235070,138,5,18150
56237743,195,7,23339
56237911,251,8,28226
56240567,249,9,28177
56247753,127,4,17185
56249509,99,2,14664
5624953,183,5,21897
56250973,119,3,16397
56262576,237,10,26980
56280267,167,5,20646
56281542,137,6,18162
5628636,199,7,23606
56292119,220,11,25566
56295089,182,10,22329
56298512,225,9,26000
5630665,215,9,25165
56307297,151,7,19486
56320039,207,9,24511
56325340,149,3,19053
56329363,173,5,21274
56340176,174,8,21466
56363908,160,8,20260
56381899,246,7,27707
56399378,202,7,23925
56420655,280,8,30589
56424774,125,7,17168
56424968,170,7,21021
56430834,148,7,19234
56454203,245,14,28114
56457774,153,7,19600
56463380,214,7,25085
56497370,115,3,16071
56499248,175,5,21326
56500838,172,10,21314
56508750,150,8,19480
56510587,34,2,9052
56511430,45,2,9958
56516684,165,6,20516
56539824,227,9,26297
56541334,107,4,15402
5654166,181,7,21990
56543480,183,7,22274
56546303,123,3,16698
56546441,178,8,21779
56548375,100,7,14949
56548641,220,9,25492
56563753,214,9,25051
5657089,88,4,13729
56570977,88,5,13918
56575667,131,4,17348
5657684,60,2,11238
56592711,30,1,8653
5660234,120,4,16638
56612478,102,4,14931
56613160,70,3,12223
56632036,29,1,8563
56633238,160,6,20166
56635763,138,3,18004
56643383,21,1,7860
56655917,220,8,25255
56657717,150,4,19095
56659634,33,1,8913
56661705,123,5,16824
56672028,125,3,16885
56682373,146,5,18840
56693084,92,2,14023
56698903,300,15,32942
56699980,152,4,19264
56722795,88,2,13724
56725210,169,6,20906
56740860,252,9,28376
56766972,148,7,19179
56767180,267,6,29458
56767575,179,6,21787
56775773,39,2,9471
56775994,38,1,9292
56783104,187,9,22793
56801082,48,2,10223
56807033,99,4,14778
56825027,140,4,18344
56831897,99,3,14636
56839474,83,7,13534
56852917,128,5,17319
56862655,226,8,25953
56868483,210,10,24826
56897248,24,1,8098
56898892,156,8,19942
56900,248,9,28072
56917321,196,9,23439
56921261,180,6,21773
56923792,133,6,17860
56932356,59,2,11137
56941451,143,3,18411
56944576,33,2,8944
56964122,52,2,10526
56969470,317,10,34303
56971709,172,6,21235
56974389,135,5,17997
56983240,82,3,13187
57004728,106,5,15408
57017765,112,5,15965
57018132,72,3,12385
57019771,132,4,17649
57020584,139,6,18326
5702704,179,8,21934
57028,72,3,12337
57032320,288,9,31480
57049981,57,2,10960
57056198,198,10,23763
57065497,178,5,21570
5706912,237,12,27215
5707751,154,4,19586
57088397,38,1,9323
57092966,37,2,9293
57094455,59,2,11185
57103823,90,3,13909
57105746,60,2,11159
57117225,44,1,9816
57118517,110,4,15774
57121080,26,1,8312
57122125,222,4,25241
57134818,29,1,8546
57141553,125,5,17031
5714281,160,8,20229
57146861,305,13,33185
57149577,141,6,18495
57150111,144,7,18836
57152468,131,4,17504
57163557,116,5,16303
57167098,155,6,19695
57183492,75,3,12591
57186840,141,4,18440
57194840,64,5,11730
57198594,86,4,13669
57202736,22,1,7970
57215084,96,4,14475
57217153,73,3,12459
57227361,108,4,15504
57230109,205,9,24083
57252446,56,2,10800
572549,120,5,16700
57255059,231,9,26784
5726410,173,6,21220
57275342,369,10,38802
57280025,150,6,19268
57283191,236,10,27208
57286142,101,5,14946
57295161,82,2,13124
57298460,36,1,9147
57304730,91,3,14012
57311861,162,7,20336
57315568,169,7,20954
57322315,202,9,24084
57331228,58,3,11100
57340514,157,8,20174
57346399,230,7,26447
57373549,293,13,32315
57388140,226,7,26142
57409,112,3,15821
57426745,173,10,21547
57432298,249,12,28575
57451227,113,5,16009
57453891,72,2,12326
57462055,93,3,14083
57464116,65,4,11721
57464921,102,4,14944
57487087,20,1,7775
57493416,104,3,15071
57494335,64,2,11559
57529807,85,3,13541
57530207,208,6,24321
57532284,37,2,9303
57532652,75,2,12558
57540265,99,3,14678
57545883,245,7,27676
5755108,84,4,13490
57584633,224,8,25970
57594178,69,2,12033
57616962,37,1,9138
57629903,98,4,14626
57644815,74,2,12492
5764978,239,10,27520
57663421,260,9,29343
57670786,67,4,11985
57677218,100,6,14955
57702731,48,3,10274
57710575,69,3,12050
57715249,121,4,16641
57732522,89,2,13755
57737501,131,3,17439
57739785,106,5,15430
57747616,51,2,10451
57760443,23,1,7931
57772687,100,5,14861
57792091,211,11,24952
57798202,197,6,23413
57807983,49,2,10303
57812739,147,5,18867
57813496,34,1,8982
57836187,78,3,12854
57839623,266,6,29378
57842321,353,14,37856
57842806,128,4,17171
57844000,80,2,12993
57844142,181,8,22072
57850311,151,8,19420
57855858,164,5,20448
57858990,80,3,13074
57869461,65,2,11593
57871309,116,4,16265
57887998,74,3,12503
5790894,256,12,28854
5791791,384,10,39920
57927665,208,9,24556
57932732,25,1,8222
57937093,155,4,19624
57944585,137,7,18310
57945670,169,7,20961
57951891,93,3,14204
57967469,345,5,36413
57976315,36,1,9128
57981118,211,5,24698
57984392,148,4,19047
57998046,50,2,10300
58002786,252,6,28159
58005143,129,5,17445
58006384,188,6,22779
58007950,238,12,27593
58008206,218,7,25361
58015141,225,11,26218
58015172,170,8,21147
58015206,219,11,25608
58015244,196,7,23423
58015332,222,10,25975
58015358,218,6,25240
58015359,159,7,20124
58015368,187,8,22715
58015386,140,5,18323
58015435,151,6,19252
58019969,24,1,8133
58028076,112,5,15997
58035576,87,2,13571
58052666,153,4,19498
58083457,210,8,24756
58091098,168,3,20469
5810416,157,5,19806
58114325,122,4,16753
58126647,282,9,31004
58128680,73,3,12385
58136733,168,5,20732
58139456,113,2,15762
58148916,82,4,13367
58149762,95,4,14397
58155938,99,4,14790
58158646,52,2,10530
58169349,279,10,30682
58171076,139,5,18257
58184191,161,6,20272
58187518,36,1,9184
5823139,219,9,25638
5824055,232,10,26565
58242915,25,1,8232
58244791,108,5,15503
58252035,221,8,25574
5825981,194,9,23485
5826113,207,9,24715
58264718,100,3,14740
58274649,145,6,18929
58276028,139,3,18117
58278572,197,6,23339
58301305,101,4,14941
5831780,23,1,8017
58322054,110,3,15616
58335347,185,8,22442
583369,117,4,16292
58340758,104,4,15196
58350965,91,2,13915
58355809,206,7,24273
58358637,51,2,10456
58368270,44,2,9847
58369177,120,4,16600
58372580,198,8,23544
5837525,57,3,11158
58381915,71,4,12270
58384736,206,37,26262
58388511,211,10,24988
58404032,93,4,14241
58408345,107,6,15570
58413803,31,1,8702
58424878,152,6,19544
5842680,53,3,10661
58430992,83,4,13321
58438874,194,6,23176
58453098,157,6,19877
58454331,61,3,11336
58457606,137,5,18129
58460331,129,6,17452
58468446,36,1,9154
58474214,94,4,14316
5847473,177,7,21707
58479984,88,3,13798
58487414,314,13,34291
58503187,160,6,20179
58510834,318,13,34489
58517435,79,4,12994
58518149,409,17,42563
5851827,109,6,15863
5855918,41,1,9555
58566145,173,7,21391
5859536,181,8,22295
58612500,245,13,28223
58614949,192,7,22860
58629089,184,5,22049
58631055,593,15,58823
5863491,218,7,25149
5864652,225,11,26220
58668007,116,6,16316
58670640,238,10,27356
58675014,142,6,18759
58676143,273,10,30511
58680698,159,6,20058
58685541,145,5,18735
58693736,225,7,25882
58694937,152,7,19569
58700904,153,4,19387
58702114,45,1,9908
58703719,249,11,28205
58704571,104,4,15169
58714568,172,7,21199
58717813,93,4,14290
58718645,50,2,10373
58720566,137,5,18017
58721737,87,3,13579
58722279,133,6,17836
58724452,124,4,16880
58730738,143,3,18399
58731017,128,5,17362
5873282,185,9,22505
5873776,77,2,12655
58740318,181,8,22049
58742013,131,4,17539
58743523,137,4,18033
58750728,132,4,17566
58755842,41,2,9645
58776511,140,6,18294
58797173,60,2,11243
58797756,46,3,10075
58804508,72,2,12267
58812920,162,8,20440
588144,241,13,27634
58837336,67,3,11878
588460,138,6,18315
58847842,105,4,15231
58869747,92,6,14282
58880451,186,5,22296
58881957,55,3,10883
588930,103,5,15112
58894300,237,10,27154
5890317,239,10,27378
58923174,78,3,12891
58931997,226,8,26170
58937133,157,8,20022
58941743,337,15,36247
58953866,131,6,17646
58957794,32,1,8811
58967382,246,13,28109
589685,146,6,19051
58971450,49,3,10339
58972034,132,1,17440
58976589,148,6,19173
58977434,201,6,23543
59003582,397,10,41287
59032472,169,7,21012
5903597,139,3,18172
5903683,216,8,25160
59039626,205,9,24381
59055697,106,5,15420
5907184,169,8,21119
59076733,214,8,24926
59078262,200,6,23544
59082917,53,1,10507
59086259,264,7,29282
59092373,53,2,10664
59099436,60,3,11369
59103158,74,3,12521
59104004,159,6,20061
59104283,261,9,29093
59114422,117,3,16260
59115461,256,10,28722
59119646,257,12,29057
59132289,227,9,26236
59135131,207,11,24663
59144904,143,6,18656
5915972,214,3,24575
59176232,110,5,15771
59181057,72,4,12533
59189079,400,6,40655
59201075,162,4,20184
59203406,80,2,12937
59214060,295,9,31959
59217196,28,1,8450
59220745,175,9,21545
59230432,146,6,18899
59246217,113,5,16077
59279926,107,5,15580
59280350,101,6,15193
5928527,171,8,21213
59290707,202,5,23705
59307290,84,4,13466
59307354,85,3,13455
59312960,223,12,26133
59321332,222,9,25770
59346172,67,2,11764
5935727,123,7,17022
5937217,167,6,20955
59374907,140,7,18591
5939218,56,3,10924
59396089,345,16,36965
59398674,171,4,20821
5942294,163,5,20343
59423694,310,14,33738
59433338,250,10,28457
59435793,288,11,31908
59450942,189,8,22869
5946873,145,5,18777
59473111,256,10,28808
59515619,286,13,31556
59541085,70,3,12081
59541685,186,6,22487
59543128,146,5,18929
59552739,29,1,8508
59573141,64,3,11686
59579447,86,5,13729
59582799,168,4,20846
59586870,139,4,18234
5959442,189,9,22944
5959774,50,2,10399
59604081,187,4,21779
59606404,259,9,29105
59606757,16,1,7408
59616909,459,10,46308
59618909,110,6,15853
59618978,101,2,14784
59619041,52,1,10519
59619312,53,2,10652
59619600,46,2,10111
59620553,197,6,23352
59621146,47,3,10210
59622025,207,12,24792
59623212,29,1,8563
59626658,178,5,21688
59634135,62,2,11385
59638149,86,2,13503
59638762,79,3,12905
59645834,40,1,9496
59647059,58,3,11111
59648290,32,1,8822
596506,223,8,25694
59651130,98,3,14552
59654121,65,2,11681
59654940,62,2,11419
5965777,266,7,29194
5966131,217,6,25024
59662562,121,3,16515
59663589,110,4,15699
59665322,30,1,8649
59668554,32,1,8791
59673748,126,5,17034
59694609,107,4,15443
5969606,187,7,22724
59699727,73,3,12452
5970006,65,2,11639
59701207,135,3,17722
59713572,151,6,19276
59713919,134,4,17713
59716540,64,2,11521
59719122,23,1,8055
5971928,107,4,15534
59721388,57,2,10920
59724946,34,2,9025
59730200,203,4,23720
59730254,25,1,8237
59737773,56,1,10837
59740522,121,4,16537
59741143,70,2,12108
59742763,63,2,11472
59764211,61,2,11298
59767647,68,2,11880
59768760,57,3,11011
59768979,101,3,14839
59770678,140,5,18361
59772408,78,3,12879
59774425,158,3,19775
59776575,88,2,13666
59786126,44,1,9784
59797020,74,4,12641
59805725,46,2,10041
59812867,109,5,15734
59814545,138,6,18145
59815721,64,1,11455
59816358,60,2,11197
59817082,82,2,13181
5981943,139,6,18385
59824937,193,6,22892
59826884,116,4,16170
59828009,80,3,13044
59828732,128,4,17282
59828810,42,2,9711
5983056,54,1,10684
59832920,33,1,8860
59835227,133,3,17543
59841083,134,3,17714
59845246,151,5,19268
59848765,89,3,13825
59848860,128,3,17155
59849683,29,1,8570
59855565,69,2,11904
59861560,69,4,12136
59863495,239,5,26782
59869790,531,16,53424
59870001,112,3,15806
59871242,74,2,12455
59880653,299,6,32349
59884371,65,3,11687
59886198,120,4,16579
59891776,50,2,10349
59891908,63,3,11566
59894947,318,13,34537
59907817,118,5,16400
59910685,128,5,17300
59918301,99,5,14783
59920465,30,1,8621
59932918,203,8,23926
59938549,102,4,14880
5994275,247,8,28030
59954621,145,6,18884
5996033,199,8,23769
59963477,281,8,30685
5996619,160,4,19974
59969235,131,5,17612
59971837,95,4,14437
59996609,225,9,26221
60012717,153,5,19541
60013996,81,2,13051
6001406,44,2,9889
60019894,60,3,11228
60024515,23,1,8054
60032962,86,3,13531
6005231,205,7,24221
60066632,214,5,24530
60073371,24,1,8095
60080787,226,6,25781
60084875,37,5,9462
60101855,150,8,19376
60120475,91,3,13935
6012861,167,4,20476
6012869,95,4,14374
60144041,121,6,16788
60153938,199,6,23536
60161721,137,5,18072
60171847,73,2,12431
601885,317,9,33964
60210078,154,7,19720
60228886,98,3,14616
60270576,314,9,33801
60272499,65,2,11661
60274987,168,8,20958
60280977,146,4,18826
6029165,62,2,11392
60299198,150,4,19099
60310724,172,7,21280
60311391,61,1,11244
60330401,168,8,20952
60374278,240,7,27206
60383468,57,2,10909
60399885,112,5,15964
60406802,27,1,8362
60432588,170,6,20952
6043506,76,3,12676
60443883,217,7,25072
60448281,48,2,10187
60453547,58,2,11032
60462169,152,7,19550
60465276,144,5,18683
60465763,129,5,17332
60468172,196,6,23277
60468481,167,8,20994
60468941,51,2,10495
60469216,96,2,14346
60469567,123,3,16758
60469573,107,4,15448
60470096,56,2,10880
60470112,62,2,11379
60470392,152,4,19290
60472116,38,2,9400
60477036,165,6,20638
60500269,74,3,12528
60504277,170,8,21067
60507155,35,1,9060
60510004,319,19,34979
60513002,112,6,15950
60517770,171,7,21036
6051925,220,10,25823
60523551,189,6,22566
60526812,136,1,17638
60529008,154,6,19737
60529420,178,7,21646
60529639,75,2,12548
60530092,32,1,8776
60531618,37,1,9219
60544624,197,9,23575
60545403,140,6,18420
60546605,37,2,9297
60558646,288,7,31456
60559701,89,3,13806
60559740,133,6,17734
60560465,152,5,19356
60564796,172,6,21038
60570866,84,3,13398
60582186,124,5,17025
60583827,176,6,21598
60584966,59,2,11119
60585188,215,7,24873
60589456,173,4,21089
60589744,19,1,7720
60596615,162,6,20313
60604315,44,2,9860
60608670,154,6,19517
60609429,73,3,12417
6061510,115,6,16266
60619643,208,5,24228
60620305,158,5,19860
60622187,157,8,19995
60622395,126,4,17131
60622596,54,2,10688
60623290,136,4,17958
60624048,28,1,8461
60624290,52,2,10523
60624963,469,8,47185
60632780,86,4,13715
60638341,165,6,20669
60639787,107,5,15512
60641475,112,3,15821
60643616,31,1,8720
60644840,97,3,14453
60647422,139,6,18366
60647679,309,10,33421
60648785,33,1,8887
60648954,113,3,15797
60649578,247,6,27779
60650644,100,6,15035
60651944,102,3,14900
60651976,204,7,24051
60652729,68,3,11997
60652890,82,4,13267
60660163,225,9,26029
60661912,23,1,8043
60673612,55,3,10820
60673784,79,3,13026
60679432,58,2,11024
60679458,296,13,32383
60681629,160,5,20050
60682470,56,2,10879
60684030,29,2,8630
60687479,164,5,20378
60698089,65,3,11714
60702315,150,5,19280
60707752,173,6,21363
60709244,108,4,15576
60709510,82,4,13302
60713430,149,7,19214
60714385,148,7,19241
60717312,104,4,15118
60725632,167,6,20786
60731495,99,3,14748
60731533,86,3,13567
60731567,196,7,23387
60732322,96,2,14321
60733086,118,5,16514
60733382,30,2,8667
60733383,178,3,21427
60733578,34,1,8959
60734489,95,3,14307
60735138,220,9,25699
60738529,139,3,18188
60738942,147,5,19025
60740150,141,5,18463
60743667,57,3,11018
60750624,152,6,19317
60756431,85,2,13437
60756810,23,1,8038
60757719,75,3,12622
60759184,131,8,17711
60759460,213,6,24766
60759555,166,6,20684
60760313,71,2,12197
60760739,128,4,17199
60761146,134,5,17821
6076243,164,5,20365
60768712,206,8,24247
60770153,110,4,15733
60771417,129,2,17165
60773696,94,3,14221
60774450,177,9,21779
60780744,75,4,12645
60786323,78,2,12816
60789186,125,3,16961
60789230,223,11,26116
60790489,289,9,31619
60790559,217,21,25717
60790862,95,3,14355
60791157,155,8,19923
